Date,Close/Last
12/22/2023,14992.97
12/21/2023,14963.87
12/20/2023,14777.94
12/19/2023,15003.22
12/18/2023,14905.19
12/15/2023,14813.92
12/14/2023,14761.56
12/13/2023,14733.96
12/12/2023,14533.4
12/11/2023,14432.49
12/08/2023,14403.97
12/07/2023,14339.99
12/06/2023,14146.71
12/05/2023,14229.91
12/04/2023,14185.49
12/01/2023,14305.03
11/30/2023,14226.22
11/29/2023,14258.49
11/28/2023,14281.76
11/27/2023,14241.02
11/24/2023,14250.85
11/22/2023,14265.86
11/21/2023,14199.98
11/20/2023,14284.53
11/17/2023,14125.48
11/16/2023,14113.67
11/15/2023,14103.84
11/14/2023,14094.38
11/13/2023,13767.74
11/10/2023,13798.11
11/09/2023,13521.45
11/08/2023,13650.41
11/07/2023,13639.86
11/06/2023,13518.78
11/03/2023,13478.28
11/02/2023,13294.19
11/01/2023,13061.47
10/31/2023,12851.24
10/30/2023,12789.48
10/27/2023,12643.01
10/26/2023,12595.61
10/25/2023,12821.22
10/24/2023,13139.87
10/23/2023,13018.33
10/20/2023,12983.81
10/19/2023,13186.18
10/18/2023,13314.3
10/17/2023,13533.75
10/16/2023,13567.98
10/13/2023,13407.23
10/12/2023,13574.22
10/11/2023,13659.68
10/10/2023,13562.84
10/09/2023,13484.24
10/06/2023,13431.34
10/05/2023,13219.83
10/04/2023,13236.01
10/03/2023,13059.47
10/02/2023,13307.77
09/29/2023,13219.32
09/28/2023,13201.28
09/27/2023,13092.85
09/26/2023,13063.61
09/25/2023,13271.32
09/22/2023,13211.81
09/21/2023,13223.98
09/20/2023,13469.13
09/19/2023,13678.19
09/18/2023,13710.24
09/15/2023,13708.33
09/14/2023,13926.05
09/13/2023,13813.59
09/12/2023,13773.61
09/11/2023,13917.89
09/08/2023,13761.53
09/07/2023,13748.83
09/06/2023,13872.47
09/05/2023,14020.95
09/01/2023,14031.81
08/31/2023,14034.97
08/30/2023,14019.31
08/29/2023,13943.76
08/28/2023,13705.13
08/25/2023,13590.65
08/24/2023,13463.97
08/23/2023,13721.03
08/22/2023,13505.87
08/21/2023,13497.59
08/18/2023,13290.78
08/17/2023,13316.93
08/16/2023,13474.63
08/15/2023,13631.05
08/14/2023,13788.33
08/11/2023,13644.85
08/10/2023,13737.99
08/09/2023,13722.02
08/08/2023,13884.32
08/07/2023,13994.4
08/04/2023,13909.24
08/03/2023,13959.72
08/02/2023,13973.45
08/01/2023,14283.91
07/31/2023,14346.02
07/28/2023,14316.66
07/27/2023,14050.11
07/26/2023,14127.28
07/25/2023,14144.56
07/24/2023,14058.87
07/21/2023,14032.81
07/20/2023,14063.31
07/19/2023,14358.02
07/18/2023,14353.64
07/17/2023,14244.95
07/14/2023,14113.7
07/13/2023,14138.57
07/12/2023,13918.96
07/11/2023,13760.7
07/10/2023,13685.48
07/07/2023,13660.72
07/06/2023,13679.04
07/05/2023,13791.65
07/03/2023,13816.77
06/30/2023,13787.92
06/29/2023,13591.33
06/28/2023,13591.75
06/27/2023,13555.67
06/26/2023,13335.78
06/23/2023,13492.52
06/22/2023,13630.61
06/21/2023,13502.2
06/20/2023,13667.29
06/16/2023,13689.57
06/15/2023,13782.82
06/14/2023,13626.48
06/13/2023,13573.32
06/12/2023,13461.92
06/09/2023,13259.14
06/08/2023,13238.52
06/07/2023,13104.89
06/06/2023,13276.42
06/05/2023,13229.43
06/02/2023,13240.77
06/01/2023,13100.98
05/31/2023,12935.29
05/30/2023,13017.43
05/26/2023,12975.69
05/25/2023,12698.09
05/24/2023,12484.16
05/23/2023,12560.25
05/22/2023,12720.78
05/19/2023,12657.9
05/18/2023,12688.84
05/17/2023,12500.57
05/16/2023,12343.05
05/15/2023,12365.21
05/12/2023,12284.74
05/11/2023,12328.51
05/10/2023,12306.44
05/09/2023,12179.55
05/08/2023,12256.92
05/05/2023,12235.41
05/04/2023,11966.4
05/03/2023,12025.33
05/02/2023,12080.51
05/01/2023,12212.6
04/28/2023,12226.58
04/27/2023,12142.24
04/26/2023,11854.35
04/25/2023,11799.16
04/24/2023,12037.2
04/21/2023,12072.46
04/20/2023,12059.56
04/19/2023,12157.23
04/18/2023,12153.41
04/17/2023,12157.72
04/14/2023,12123.47
04/13/2023,12166.27
04/12/2023,11929.34
04/11/2023,12031.88
04/10/2023,12084.35
04/06/2023,12087.96
04/05/2023,11996.86
04/04/2023,12126.33
04/03/2023,12189.45
03/31/2023,12221.91
03/30/2023,12013.47
03/29/2023,11926.24
03/28/2023,11716.08
03/27/2023,11768.84
03/24/2023,11823.96
03/23/2023,11787.4
03/22/2023,11669.96
03/21/2023,11860.11
03/20/2023,11675.54
03/17/2023,11630.51
03/16/2023,11717.28
03/15/2023,11434.05
03/14/2023,11428.15
03/13/2023,11188.84
03/10/2023,11138.89
03/09/2023,11338.35
03/08/2023,11576
03/07/2023,11530.33
03/06/2023,11675.74
03/03/2023,11689.01
03/02/2023,11462.98
03/01/2023,11379.48
02/28/2023,11455.54
02/27/2023,11466.98
02/24/2023,11394.94
02/23/2023,11590.4
02/22/2023,11507.07
02/21/2023,11492.3
02/17/2023,11787.27
02/16/2023,11855.83
02/15/2023,12070.59
02/14/2023,11960.15
02/13/2023,11891.79
02/10/2023,11718.12
02/09/2023,11789.58
02/08/2023,11910.52
02/07/2023,12113.79
02/06/2023,11887.45
02/03/2023,12006.95
02/02/2023,12200.82
02/01/2023,11816.32
01/31/2023,11584.55
01/30/2023,11393.81
01/27/2023,11621.71
01/26/2023,11512.41
01/25/2023,11313.36
01/24/2023,11334.27
01/23/2023,11364.41
01/20/2023,11140.43
01/19/2023,10852.27
01/18/2023,10957.01
01/17/2023,11095.11
01/13/2023,11079.16
01/12/2023,11001.1
01/11/2023,10931.67
01/10/2023,10742.63
01/09/2023,10635.65
01/06/2023,10569.29
01/05/2023,10305.24
01/04/2023,10458.76
01/03/2023,10386.98
12/30/2022,10466.48
12/29/2022,10478.09
12/28/2022,10213.29
12/27/2022,10353.23
12/23/2022,10497.86
12/22/2022,10476.12
12/21/2022,10709.37
12/20/2022,10547.11
12/19/2022,10546.03
12/16/2022,10705.41
12/15/2022,10810.53
12/14/2022,11170.89
12/13/2022,11256.81
12/12/2022,11143.74
12/09/2022,11004.62
12/08/2022,11082
12/07/2022,10958.55
12/06/2022,11014.89
12/05/2022,11239.94
12/02/2022,11461.5
12/01/2022,11482.45
11/30/2022,11468
11/29/2022,10983.78
11/28/2022,11049.5
11/25/2022,11226.36
11/23/2022,11285.32
11/22/2022,11174.41
11/21/2022,11024.51
11/18/2022,11146.06
11/17/2022,11144.96
11/16/2022,11183.66
11/15/2022,11358.41
11/14/2022,11196.22
11/11/2022,11323.33
11/10/2022,11114.15
11/09/2022,10353.17
11/08/2022,10616.2
11/07/2022,10564.52
11/04/2022,10475.25
11/03/2022,10342.94
11/02/2022,10524.8
11/01/2022,10890.85
10/31/2022,10988.15
10/28/2022,11102.45
10/27/2022,10792.67
10/26/2022,10970.99
10/25/2022,11199.12
10/24/2022,10952.61
10/21/2022,10859.72
10/20/2022,10614.84
10/19/2022,10680.51
10/18/2022,10772.4
10/17/2022,10675.8
10/14/2022,10321.39
10/13/2022,10649.15
10/12/2022,10417.1
10/11/2022,10426.19
10/10/2022,10542.1
10/07/2022,10652.4
10/06/2022,11073.31
10/05/2022,11148.64
10/04/2022,11176.41
10/03/2022,10815.43
09/30/2022,10575.62
09/29/2022,10737.51
09/28/2022,11051.64
09/27/2022,10829.5
09/26/2022,10802.92
09/23/2022,10867.93
09/22/2022,11066.81
09/21/2022,11220.19
09/20/2022,11425.05
09/19/2022,11535.02
09/16/2022,11448.4
09/15/2022,11552.36
09/14/2022,11719.68
09/13/2022,11633.57
09/12/2022,12266.41
09/09/2022,12112.31
09/08/2022,11862.13
09/07/2022,11791.9
09/06/2022,11544.91
09/02/2022,11630.86
09/01/2022,11785.13
08/31/2022,11816.2
08/30/2022,11883.14
08/29/2022,12017.67
08/26/2022,12141.71
08/25/2022,12639.27
08/24/2022,12431.53
08/23/2022,12381.3
08/22/2022,12381.57
08/19/2022,12705.22
08/18/2022,12965.34
08/17/2022,12938.12
08/16/2022,13102.55
08/15/2022,13128.05
08/12/2022,13047.19
08/11/2022,12779.91
08/10/2022,12854.8
08/09/2022,12493.93
08/08/2022,12644.46
08/05/2022,12657.55
08/04/2022,12720.58
08/03/2022,12668.16
08/02/2022,12348.76
08/01/2022,12368.98
07/29/2022,12390.69
07/28/2022,12162.59
07/27/2022,12032.42
07/26/2022,11562.57
07/25/2022,11782.67
07/22/2022,11834.11
07/21/2022,12059.61
07/20/2022,11897.65
07/19/2022,11713.15
07/18/2022,11360.05
07/15/2022,11452.42
07/14/2022,11251.19
07/13/2022,11247.58
07/12/2022,11264.73
07/11/2022,11372.6
07/08/2022,11635.31
07/07/2022,11621.35
07/06/2022,11361.85
07/05/2022,11322.24
07/01/2022,11127.85
06/30/2022,11028.74
06/29/2022,11177.89
06/28/2022,11181.54
06/27/2022,11524.55
06/24/2022,11607.62
06/23/2022,11232.19
06/22/2022,11053.08
06/21/2022,11069.3
06/17/2022,10798.35
06/16/2022,10646.1
06/15/2022,11099.15
06/14/2022,10828.35
06/13/2022,10809.23
06/10/2022,11340.02
06/09/2022,11754.23
06/08/2022,12086.27
06/07/2022,12175.23
06/06/2022,12061.37
06/03/2022,12012.73
06/02/2022,12316.9
06/01/2022,11994.46
05/31/2022,12081.39
05/27/2022,12131.13
05/26/2022,11740.65
05/25/2022,11434.74
05/24/2022,11264.45
05/23/2022,11535.27
05/20/2022,11354.62
05/19/2022,11388.5
05/18/2022,11418.15
05/17/2022,11984.52
05/16/2022,11662.79
05/13/2022,11805
05/12/2022,11370.96
05/11/2022,11364.24
05/10/2022,11737.67
05/09/2022,11623.25
05/06/2022,12144.66
05/05/2022,12317.69
05/04/2022,12964.86
05/03/2022,12563.76
05/02/2022,12536.02
04/29/2022,12334.64
04/28/2022,12871.53
04/27/2022,12488.93
04/26/2022,12490.74
04/25/2022,13004.85
04/22/2022,12839.29
04/21/2022,13174.65
04/20/2022,13453.07
04/19/2022,13619.66
04/18/2022,13332.36
04/14/2022,13351.08
04/13/2022,13643.59
04/12/2022,13371.57
04/11/2022,13411.96
04/08/2022,13711
04/07/2022,13897.3
04/06/2022,13888.82
04/05/2022,14204.17
04/04/2022,14532.55
04/01/2022,14261.5
03/31/2022,14220.52
03/30/2022,14442.27
03/29/2022,14619.64
03/28/2022,14354.9
03/25/2022,14169.3
03/24/2022,14191.84
03/23/2022,13922.6
03/22/2022,14108.82
03/21/2022,13838.46
03/18/2022,13893.84
03/17/2022,13614.78
03/16/2022,13436.55
03/15/2022,12948.62
03/14/2022,12581.22
03/11/2022,12843.81
03/10/2022,13129.96
03/09/2022,13255.55
03/08/2022,12795.55
03/07/2022,12830.96
03/04/2022,13313.44
03/03/2022,13537.94
03/02/2022,13752.02
03/01/2022,13532.46
02/28/2022,13751.4
02/25/2022,13694.62
02/24/2022,13473.58
02/23/2022,13037.49
02/22/2022,13381.52
02/18/2022,13548.07
02/17/2022,13716.72
02/16/2022,14124.09
02/15/2022,14139.76
02/14/2022,13790.92
02/11/2022,13791.15
02/10/2022,14185.64
02/09/2022,14490.37
02/08/2022,14194.45
02/07/2022,14015.67
02/04/2022,14098.01
02/03/2022,13878.82
02/02/2022,14417.55
02/01/2022,14346
01/31/2022,14239.88
01/28/2022,13770.57
01/27/2022,13352.78
01/26/2022,13542.12
01/25/2022,13539.29
01/24/2022,13855.13
01/21/2022,13768.92
01/20/2022,14154.02
01/19/2022,14340.26
01/18/2022,14506.9
01/14/2022,14893.75
01/13/2022,14806.81
01/12/2022,15188.39
01/11/2022,15153.45
01/10/2022,14942.83
01/07/2022,14935.9
01/06/2022,15080.86
01/05/2022,15100.17
01/04/2022,15622.72
01/03/2022,15832.8
12/31/2021,15644.97
12/30/2021,15741.56
12/29/2021,15766.22
12/28/2021,15781.72
12/27/2021,15871.26
12/23/2021,15653.37
12/22/2021,15521.89
12/21/2021,15341.09
12/20/2021,14980.94
12/17/2021,15169.68
12/16/2021,15180.43
12/15/2021,15565.58
12/14/2021,15237.64
12/13/2021,15413.28
12/10/2021,15630.6
12/09/2021,15517.37
12/08/2021,15786.99
12/07/2021,15686.92
12/06/2021,15225.15
12/03/2021,15085.47
12/02/2021,15381.32
12/01/2021,15254.05
11/30/2021,15537.69
11/29/2021,15782.83
11/26/2021,15491.66
11/24/2021,15845.23
11/23/2021,15775.14
11/22/2021,15854.76
11/19/2021,16057.44
11/18/2021,15993.71
11/17/2021,15921.57
11/16/2021,15973.86
11/15/2021,15853.85
11/12/2021,15860.96
11/11/2021,15704.28
11/10/2021,15622.71
11/09/2021,15886.54
11/08/2021,15982.36
11/05/2021,15971.59
11/04/2021,15940.31
11/03/2021,15811.58
11/02/2021,15649.6
11/01/2021,15595.92
10/29/2021,15498.39
10/28/2021,15448.12
10/27/2021,15235.84
10/26/2021,15235.71
10/25/2021,15226.71
10/22/2021,15090.2
10/21/2021,15215.7
10/20/2021,15121.68
10/19/2021,15129.09
10/18/2021,15021.81
10/15/2021,14897.34
10/14/2021,14823.43
10/13/2021,14571.64
10/12/2021,14465.92
10/11/2021,14486.2
10/08/2021,14579.54
10/07/2021,14654.02
10/06/2021,14501.91
10/05/2021,14433.83
10/04/2021,14255.48
10/01/2021,14566.7
09/30/2021,14448.58
09/29/2021,14512.44
09/28/2021,14546.68
09/27/2021,14969.97
09/24/2021,15047.7
09/23/2021,15052.24
09/22/2021,14896.85
09/21/2021,14746.4
09/20/2021,14713.9
09/17/2021,15043.97
09/16/2021,15181.92
09/15/2021,15161.53
09/14/2021,15037.76
09/13/2021,15105.58
09/10/2021,15115.49
09/09/2021,15248.25
09/08/2021,15286.64
09/07/2021,15374.33
09/03/2021,15363.52
09/02/2021,15331.18
09/01/2021,15309.38
08/31/2021,15259.24
08/30/2021,15265.89
08/27/2021,15129.5
08/26/2021,14945.81
08/25/2021,15041.86
08/24/2021,15019.8
08/23/2021,14942.65
08/20/2021,14714.66
08/19/2021,14541.79
08/18/2021,14525.91
08/17/2021,14656.18
08/16/2021,14793.76
08/13/2021,14822.9
08/12/2021,14816.26
08/11/2021,14765.14
08/10/2021,14788.09
08/09/2021,14860.18
08/06/2021,14835.76
08/05/2021,14895.12
08/04/2021,14780.53
08/03/2021,14761.29
08/02/2021,14681.07
07/30/2021,14672.68
07/29/2021,14778.26
07/28/2021,14762.58
07/27/2021,14660.58
07/26/2021,14840.71
07/23/2021,14836.99
07/22/2021,14684.6
07/21/2021,14631.95
07/20/2021,14498.88
07/19/2021,14274.98
07/16/2021,14427.24
07/15/2021,14543.13
07/14/2021,14644.95
07/13/2021,14677.65
07/12/2021,14733.24
07/09/2021,14701.92
07/08/2021,14559.78
07/07/2021,14665.06
07/06/2021,14663.64
07/02/2021,14639.33
07/01/2021,14522.38
06/30/2021,14503.95
06/29/2021,14528.33
06/28/2021,14500.51
06/25/2021,14360.39
06/24/2021,14369.71
06/23/2021,14271.73
06/22/2021,14253.27
06/21/2021,14141.48
06/18/2021,14030.38
06/17/2021,14161.35
06/16/2021,14039.68
06/15/2021,14072.86
06/14/2021,14174.14
06/11/2021,14069.42
06/10/2021,14020.33
06/09/2021,13911.75
06/08/2021,13924.91
06/07/2021,13881.72
06/04/2021,13814.49
06/03/2021,13614.51
06/02/2021,13756.33
06/01/2021,13736.48
05/28/2021,13748.74
05/27/2021,13736.28
05/26/2021,13738
05/25/2021,13657.17
05/24/2021,13661.17
05/21/2021,13470.99
05/20/2021,13535.74
05/19/2021,13299.74
05/18/2021,13303.64
05/17/2021,13379.05
05/14/2021,13379.05
05/13/2021,13124.99
05/12/2021,13031.68
05/11/2021,13389.43
05/10/2021,13401.86
05/07/2021,13752.24
05/06/2021,13632.84
05/05/2021,13582.42
05/04/2021,13633.5
05/03/2021,13895.12
04/30/2021,13962.68
04/29/2021,14082.55
04/28/2021,14051.03
04/27/2021,14090.22
04/26/2021,14138.78
04/23/2021,14016.81
04/22/2021,13818.41
04/21/2021,13950.22
04/20/2021,13786.27
04/19/2021,13914.77
04/16/2021,14052.34
04/15/2021,14038.76
04/14/2021,13857.84
04/13/2021,13996.1
04/12/2021,13850
04/09/2021,13900.19
04/08/2021,13829.31
04/07/2021,13688.84
04/06/2021,13698.38
